ID;Reg. kód;Název;Navrhovatel;UČO;Role MU;Středisko;Pracoviště;Anotace
100968;0469/2020;Towards 3D modelling of brain barriers;Joukal Marek, doc. MUDr. Ph.D.;258796;Příjemce-koordinátor;LF;Anatomický ústav;In the course of the project, two basic elements will be combined in the successful implantation of a complete skin substitute, i.e. an optimized carrier made of a defined biomaterial containing components that enhance its biological activity together with cells cultured in-vitro. Within the cell population, the project will use mesenchymal stem cells (both autologous and xenogeneic), which will be derived from adipose tissue as well as from the umbilical cord region.
100948;0468/2020;Neuroinflammatory response in spinal ganglia and functional activation of delta-opioid receptors of cutaneous mechanonociceptors in neuropathic pain;Dubový Petr, prof. RNDr. CSc.;698;Příjemce;LF;Anatomický ústav; After optimization of the in vitro process in conjunction with Doc. Koutna and Doc. Hample, this composite material will be applied to the animal model and its ability to integrate into the skin defect and the wound bed will be further monitored, as well as its ability to remodel in the following period.
100893;0465/2020;Study of genetic diversity and differences in pathogenesis in two groups of strains causing syphilis;Šmajs David, prof. MUDr. Ph.D.;1116;Příjemce;LF;Biologický ústav; The aim of the project is to approach the process of reparation through modern tissue and cell engineering methods.
100892;0464/2020;Xeno-free enzymatically degradable polymer materials for 4D bioprinting;Hampl Aleš, doc. MVDr. CSc.;47170;Partner;LF;Ústav histologie a embryologie;Focal cortical dysplasia (FCD) is one of the most common disorders of cortical development and one of the most common causes of pharmacoresistant epilepsy. Their etiopathogenesis is unclear and current therapeutic approaches are insufficiently effective. Moreover, the diagnosis of FCD is hampered by the high proportion of normal MRI findings in these patients.The aim of our project is: to characterize the specific transcriptome and methylation patterns of individual FCD subtypes and to correlate the results of these analyses with the clinical course and prognosis of patients after epilepsy surgery.  Our research may reveal novel signaling cascades involved in the development of FCD. The project could ultimately refine the diagnosis and optimize the treatment of pediatric and adult patients with pharmacoresistant epilepsy based on FCD.
100908;0460/2020;Active particles generated by nonequilibrium plasma at atmospheric pressure and their role in inactivation of microorganisms;Kováčik Dušan, doc. Mgr. Ph.D.;112241;Příjemce;PřF;Ústav fyzikální elektroniky;Pancreatic ductal adenocarcinoma (PDAC) is a cancer with a very unfavourable prognosis and limited therapeutic options. The key treatment strategy for PDAC is based on surgical resection and systemic chemotherapy. Survival time is significantly reduced by late detection of the disease, high metastatic potential of tumor cells and their resistance to cytostatic therapy. The global goal of this project is to identify predictors of disease progression and in particular chemoresistance in patients with indicated resection, using advanced biostatistical methods and artificial intelligence approaches. The prediction algorithm will be based on the analysis of unique primary PDAC cell lines and three-dimensional organoids derived from resected tumors. Input variables for prediction will include the energy metabolism status of tumor cells, expression of molecular regulators of tumor cell response to mitochondrial stress and endoplasmic reticulum dysfunction, spectral profiles obtained by mass spectrometry of intact cells, and correlation with clinical and histopathological data. Thus, the outcome of the project is the prediction of pancreatic cancer development and response to treatment based on unique highly complex biological input data. The project will also contribute to the possible identification of novel candidate molecules associated with the response to cellular stress and involved in the aetiopathogenesis of pancreatic cancer.
100828;0449/2020;Interplay between cell cycle regulation and ciliogenesis;Čajánek Lukáš, Mgr. PhD.;40690;Příjemce;LF;Ústav histologie a embryologie;"The project ""COMMUNITYCARE: Community risk mitigation programs for falls: Impact on active and healthy aging and cost of long-term care"" aims to create an innovative and timely Research and Innovation Staff Exchange (RISE) by developing an international academy. The COMMUNITYCARE Academy will be made up by 17 academic partners and two non-academic partners, and be focused on active ageing, frailty and falls. It is based on the knowledge that European countries, together with other economically developed (USA, Canada, Japan) or developing countries (India, Russia, Argentina, Brazil and South Africa) are all experiencing an increase in older adults with declining functional capacities in communities and growing number of events (including hospitalization and falls) leading to ill health and disability which drive demand for long term care in nursing homes."
100651;0415/2020;Pharmacological manipulation of the glutamatergic system as a source of new drugs against drug addiction in preclinical operant models;Rudá Jana, doc. PharmDr. Ph.D.;169493;Příjemce;LF;Farmakologický ústav;The aim of this project is to investigate the role of the mechanical forces of the stroma in the development of the mammary and lacrimal glands, by combining the expertise, skills, techniques and equipment of the Czech and French laboratories. Our sub-objectives are:
100608;0409/2020;Uncovering molecular mechanisms of Alzheimer's disease initiation using brain organoids;Bohačiaková Dáša, Mgr. Ph.D.;123980;Příjemce;LF;Ústav histologie a embryologie;1. To investigate how mechanical forces of mammary/lacrimal gland stromal cells shape the developing epithelium in vivo using transgenic mouse models.
100590;0407/2020;Swafs call;Demlová Regina, doc. MUDr. Ph.D.;24063;Partner;LF;Farmakologický ústav;2. Develop novel 3D co-cultures of the lacrimal gland to study mechanical forces ex vivo.
99928;0358/2020;Dynamic signaling code ERK in mammary gland development and tumors;Sumbalová Koledová Zuzana, Mgr. Ph.D.;233399;Příjemce-koordinátor;LF;Ústav histologie a embryologie;3. Measure the mechanical force of mammary/lacrimal gland fibroblasts from different developmental stages of the organ using traction force microscopy.
99728;0347/2020;The use of virtual reality in the study of body ownership;Roman Robert, doc. MUDr. Ph.D.;18403;Příjemce;LF;Psychiatrická klinika;Colibacillosis, i.e. infections caused by pathogenic strains of E. coli, cause piglet mortality and economic losses, especially in intensive farms. The number of colibacillosis infections is increasing worldwide and multidrug-resistant strains are increasingly causing these infections. In this project, we will focus on the identification of probiotic E. coli strains producing bacteriocins that specifically inhibit pathogenic E. coli in piglets and validate their potential prophylactic (and therapeutic) use in livestock. Sub-objectives of the project include i)identification of suitable E. coli among isolates derived from healthy piglets, ii) characterization of their probiotic properties in vitro and in vivo, and iii) determination of their therapeutic potential (i.e. prophylactic effect) against experimental colibacillosis in a piglet model.
99326;0321/2020;DANUBIUS;Krejčí Lumír, doc. Mgr. Ph.D.;18098;Příjemce-koordinátor;LF;Biologický ústav;The majority of primary or metastatic liver cancers are unresectable, so
