Id;Kód MU;Zahájení;Název projektu;Řešitel (MU);UČO;Ukončení;Role MU;Investor/Program/Podprogram;HS/součást MU;Pracoviště HS/součásti;Další HS/součást MU;Finance pro MU;- měna;Apl. výzkum;Anotace;Příslušné pracoviště MU
36067;MUNI/A/1420/2016;1.1.2017;Evaluation of diagnostic and therapeutic methods in patients with selected skin diseases;prof. MUDr. Vladimír Vašků, CSc.;1206;31.12.2017;Příjemce-koordinátor;MU / GA MU / Kategorie A - Studentské výzkumné projekty;LF;I. dermatovenerologická klinika;;200 000;Kč;Ne;The project includes four separate doctoral projects, which are complementary and are part of a comprehensive research focus on neuropathic pain. The aim of 1. subproject is to use a newly validated diagnostic method - corneal confocal microscopy (CCM) for the detection of small fiber neuropathy (SFN) in painful diabetic neuropathy (pDPN) and chemotherapy-induced polyneuropathy in comparison with other already standardized methods, in particular skin biopsy (intraepidermal nerve fibre density determination - IENFD), quantitative susceptibility testing (QST) and Contact Heat Evoked Potentials (CHEPS) - hereafter CCM. Another sub-project will look for new biomarkers of chemotherapy induced polyneuropathy (CIPN) including the painful form in hematological malignancies - hereafter CINP. In addition to motor impairment, patients with hereditary muscle disorders suffer from a range of systemic disorders including pain (about 70% regardless of the type and degree of muscle impairment). Projects focusing on the nature and pathophysiology of pain in hereditary neuromuscular diseases (MYO) and compressive lumbosacral radiculopathy of vertebrogenic origin (RAD) will attempt to elucidate the contribution of the neuropathic component of pain. All projects will use methodologies and tests useful in the diagnosis and investigation of the pathophysiology of neuropathic pain that have been validated in previous Specific Research projects, in particular skin biopsies, QST, dQST, CCM, CHEPS, neuropsychological tests focusing on anxiety, depression and pain catastrophizing, and, for MYO, structural magnetic resonance imaging (MRI) of skeletal muscles.;Odbor výzkumu (OV)
36947;MUNI/C/0901/2016;1.1.2017;Tear film evaluation in contactology;Mgr. Alena Čermáková;410969;31.12.2017;Příjemce;MU / GA MU / DO R. 2020 - Program rektora;LF;Kat.optometrie a ortoptiky;;37 500;Kč;Ano;Research at the Institute of Pharmacology has long focused on preclinical and applied research on drugs and innovative pharmacological procedures. To this end, we use: i) validation and refinement of knowledge on mechanisms of action of psychopharmaceuticals and identification of their adverse effects (pharmacodynamic approach), ii) study of pharmacokinetic interactions of natural substances with potential therapeutic applications, and iii) study of correlation of safety and efficacy of targeted treatments with pharmacokinetic and genetic factors (pharmacogenetic approach).;Odbor výzkumu (OV)
36949;MUNI/C/0902/2016;1.2.2017;The effect of changing the value and axis of astigmatism on visual performance at different viewing distances;Mgr. Barbora Langová;410970;31.12.2017;Příjemce;MU / GA MU / DO R. 2020 - Program rektora;LF;Kat.optometrie a ortoptiky;;37 500;Kč;Ne; Pharmacodynamic studies are mainly focused on the identification of new psychopharmaceuticals with antidepressant, anxiolytic and antipsychotic potential. The;Odbor výzkumu (OV)
36951;MUNI/C/1662/2016;1.2.2017;Study of the effects of FGF2 thermostable factors on mammary epithelial branching morphogenesis;MUDr. Jakub Sumbal;446596;31.12.2017;Příjemce;MU / GA MU / DO R. 2020 - Program rektora;LF;Ústav histologie a embryologie;;37 500;Kč;Ne;group of drugs under study includes glutamatergic receptor;Odbor výzkumu (OV)
36945;MUNI/C/1709/2016;1.2.2017;Modeling Alzheimer´s disease in 3D human neural stem cell models;MUDr. Martin Barák;445877;31.12.2017;Příjemce;MU / GA MU / DO R. 2020 - Program rektora;LF;Lékařská fakulta;;37 500;Kč;Ne;ligands, including ketamine, which represents a potential fast-acting antidepressant with the potential to suppress craving. Adverse effects studied include mainly the effect of antipsychotics, but also schizophrenia-like phenotypes, on the development of metabolic syndrome and adipokine levels. We are also working with neurologists and MRI specialists to develop an early biomarker in genetic and pharmacological animal models of Parkinson's disease.;Odbor výzkumu (OV)
38985;MUNI/E/1310/2017;1.12.2017;"Finalization of the manuscript ""Acentrosomal divisions prevent self-renewal and trigger p53-dependent differentiation in human pluripotent stem cells"".";Mgr. Lukáš Čajánek, PhD.;40690;01.12.2018;Příjemce;MU / GA MU / Vynikající výsledky;LF;Ústav histologie a embryologie;;354 000;Kč;Ne;Pharmacokinetic studies are focusing on the metabolic activity of cytochrome P450(CYP) enzymes. The activity of this enzyme system is determined by both genetic and environmental influences and this results in a change in the response to the administered dose of CYP-substrates. In terms of possible drug interactions, the influence of selected natural substances with proven psychotropic effects on CYP will be studied both through premedication of experimental animals and in vitro, and central and peripheral mechanisms of regulation of this biotransformation system will be studied.;Odbor výzkumu (OV)
39010;MUNI/E/1318/2017;1.12.2017;Subchronic inhalation of lead nanoparticles leads to their tissue-specific subcellular localization in target organs;doc. RNDr. Marcela Buchtová, Ph.D.;134042;01.12.2018;Příjemce;MU / GA MU / Vynikající výsledky;PřF;Ústav experimentální biologie;LF;;Kč;Ne;Pharmacogenetic studies will focus on the study of inter-individual variability in the safety and effect of targeted therapies - tyrosine kinase inhibitors (TKIs), which are used in the treatment of solid tumours and haematological malignancies. The efficacy of TKIs shows clinically significant variability and may be time-limited with subsequent development of secondary resistance. Using therapeutic drug monitoring methods and analysis of genetic information and epigenetic processes in patients, the correlation of these factors with response to treatment will be evaluated. The results of the studies should contribute to personalise the dosage of TKIs, thus increasing their clinical efficacy or reducing toxic effects.;Odbor výzkumu (OV)
36403;MUNI/FR/0921/2016;1.1.2017;Innovation of the course Intensive nursing care in infectious medicine: specific barrier care and preventive measures according to the hazard of biological agents according to the Biological Safety Level.;PhDr. Simona Saibertová, Ph.D.;156459;31.12.2017;Příjemce;MU / FRMU;LF;Ústav zdravotnických věd;;90 050;Kč;Ne;Haemato-oncological diseases are relatively common malignancies. They usually have a rapid and aggressive course and affect not only the patient's life but also the life of those around him. The most important goal of care for these individuals is therefore to cure the disease completely (if possible) or at least to achieve a long-term remission so that the patient can return to normal life. It is therefore necessary not only to recognise the disease early, but also to diagnose it accurately and administer high-quality therapy. A great promise is the introduction of so-called personalised medicine, which allows the patient to tailor treatment to his or her needs, including minimising side effects, while comprehensively assessing the various factors influencing the effect of the therapy in question. Infectious complications are very often part of the treatment - they are even a more common cause of death than the disease itself. Therefore, in order to avoid an imminent threat to the patient's life, it is essential to identify the infectious agent early and correctly and to start an appropriate and effective treatment.;Odbor pro rozvoj (OPR)
36426;MUNI/FR/0935/2016;1.1.2017;Strengthening practical training in the field of care for the visually impaired;doc. Mgr. Pavel Beneš, Ph.D.;15347;31.12.2017;Příjemce;MU / FRMU;LF;Kat.optometrie a ortoptiky;;80 000;Kč;Ne;The current project builds on previous specific research projects carried out by the authors in previous years. The previous project resulted in the validation of behavioral paradigms for testing mental functions and their disorders in healthy population and piloting the paradigms in patients with mental disorders. Four behavioral tests of impulsivity were validated, the use of the tests together with fMRI and EEG was initiated, and individually targeted neuronavigation for the treatment of rTMS was piloted . In addition, a paradigm for mapping psychophysiological correlates of emotion regulation was validated in a healthy population and testing of patients with eating disorders was initiated. Finally, a social cognition test distinguishing between affective and cognitive theories of mind was validated and implemented for use with fMRI. In the follow-up project, the Psychiatric Clinic of the Faculty of Medicine and Medical Faculty of the University of Medical Sciences in Brno will mainly measure impulsivity using EEG and fMRI in patients with borderline personality disorder, ADHD and Parkinson's disease, measure emotional regulation using ECG monitoring, respiration and skin conductance in patients with eating disorders and measure social cognition using fMRI in patients with schizophrenia. In addition, the Psychiatric Clinic is developing methods of neuronavigation and treatment using rTMS. Research on this treatment method is currently underway in patients with schizophrenia, borderline personality disorder and ADHD, and treatment of hospitalized patients with depressive symptoms is also underway. The aim of the project is to obtain the first results from mapping the neural and psychophysiological correlates of given psychological functions in selected groups of patients and to implement the results for individually targeted therapies.;Odbor pro rozvoj (OPR)
36402;MUNI/FR/1013/2016;1.1.2017;Innovation of the course Clinical Biochemistry (VLKB091)-strengthening of practical aspects in both Czech and English versions of the course;doc. MUDr. Milan Dastych, CSc., MBA;35352;31.12.2017;Příjemce;MU / FRMU;LF;Biochemický ústav;;89 250;Kč;Ne;Residual neuromuscular blockade is a frequent phenomenon in the early postoperative period and is associated with a negative impact on subsequent airway-related morbidity. The prevalence according to the current literature is reported to range from 26%-88%. Despite the high frequency of negative impact on patient outcome, monitoring recovery from neuromuscular blockade at the end of anaesthesia or in the recovery room is currently the exception rather than the rule. Assessment of the incidence of neuromuscular blockade in clinical practice at our institution may lead to the subsequent development of internal guidelines for the application, monitoring and eventual reversal of neuromuscular blockade in paediatric patients, thereby subsequently improving the safety of anaesthetic practice.;Odbor pro rozvoj (OPR)
36401;MUNI/FR/1033/2016;1.1.2017;Preclinical Dentistry - Manual of Practical Exercises, Part of Conservative Dentistry;doc. MUDr. Lenka Roubalíková, Ph.D.;70061;31.12.2017;Příjemce;MU / FRMU;LF;Stomatologická klinika;;75 750;Kč;Ne;The project is a continuation of projects with similar title and content that were carried out in the academic years 2011-16. It is aimed at supporting the scientific activities of seven PhD students who are involved in solving scientific research problems at the Institute of Biochemistry. The common denominator is the contribution of biochemical methodologies to the recognition of the molecular basis of cellular processes.;Odbor pro rozvoj (OPR)
